Prvdr_CCN,Prvdr_Org_Name,Prvdr_City,Prvdr_St,Prvdr_State_FIPS,Prvdr_Zip5,Prvdr_State_Abrvtn,Prvdr_RUCA,Prvdr_RUCA_Desc,DRG_Cd,DRG_Desc,Tot_Dschrgs,Avg_Submtd_Cvrd_Chrg,Avg_Tot_Pymt_Amt,Avg_Mdcr_Pymt_Amt,zip_lat,zip_lon
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",70,NONSPECIFIC CEREBROVASCULAR DISORDERS WITH MCC,23,33912.565217,17069.391304,13628.26087,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",71,NONSPECIFIC CEREBROVASCULAR DISORDERS WITH CC,21,24351.952381,10529.095238,7394.7142857,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",91,OTHER DISORDERS OF NERVOUS SYSTEM WITH MCC,14,46092.928571,17065.142857,15057.857143,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",92,OTHER DISORDERS OF NERVOUS SYSTEM WITH CC,14,29121.642857,9936.3571429,6001.3571429,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",100,SEIZURES WITH MCC,38,48507.368421,18787.710526,15813.894737,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",101,SEIZURES WITHOUT MCC,46,27310.26087,8876.5,6954.3478261,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",175,PULMONARY EMBOLISM WITH MCC OR ACUTE COR PULMONALE,24,34562.583333,14625.416667,11713.083333,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",176,PULMONARY EMBOLISM WITHOUT MCC,12,16672.083333,8071.8333333,6473.1666667,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",177,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH MCC,261,32026.869732,19593.770115,16503.716475,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",178,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITH CC,72,21784.333333,12552.097222,10217.722222,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",179,RESPIRATORY INFECTIONS AND INFLAMMATIONS WITHOUT CC/MCC,18,20181.388889,9599.8888889,7669.3888889,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",180,RESPIRATORY NEOPLASMS WITH MCC,23,42848.391304,16251.434783,14320.043478,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",189,PULMONARY EDEMA AND RESPIRATORY FAILURE,147,35255.680272,12179.428571,9355.3061224,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH MCC,51,21902.078431,10555.098039,8435.6078431,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",191,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH CC,22,15117.090909,8421.9545455,6475.3181818,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,80,21295.7125,12068.6375,9600.6,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",194,SIMPLE PNEUMONIA AND PLEURISY WITH CC,44,16785.045455,8335.8181818,6148.5681818,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",202,BRONCHITIS AND ASTHMA WITH CC/MCC,12,21283.583333,9637.5833333,6146.1666667,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",207,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT >96 HOURS,28,186799.53571,67665.857143,56936.214286,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",208,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT <=96 HOURS,39,66303.205128,25870.435897,20351.128205,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",219,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION,17,219222.05882,68245.941176,57597.529412,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",220,CARDIAC VALVE AND OTHER MAJOR CARDIOTHORACIC PROCEDURES WITHOUT CARDIAC CATHETERIZATION,13,175680.84615,48395.615385,41763.923077,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",233,CORONARY BYPASS WITH CARDIAC CATHETERIZATION OR OPEN ABLATION WITH MCC,23,186957.82609,71603.73913,58248.043478,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",234,CORONARY BYPASS WITH CARDIAC CATHETERIZATION OR OPEN ABLATION WITHOUT MCC,26,159854.46154,44685.153846,39957.153846,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",235,CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITH MCC,14,183490.35714,52605.785714,50590.142857,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",236,CORONARY BYPASS WITHOUT CARDIAC CATHETERIZATION WITHOUT MCC,27,131523.40741,36279.592593,31865.925926,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",242,PERMANENT CARDIAC PACEMAKER IMPLANT WITH MCC,31,66243.032258,35369.516129,28430.322581,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",243,PERMANENT CARDIAC PACEMAKER IMPLANT WITH CC,22,47694.409091,22471.954545,18456.136364,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",244,PERMANENT CARDIAC PACEMAKER IMPLANT WITHOUT CC/MCC,14,40969.428571,17740.142857,16124.0,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",246,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITH MCC OR 4+ ARTERIES O,46,54634.804348,29804.913043,24120.978261,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",247,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH DRUG-ELUTING STENT WITHOUT MCC,76,29343.842105,18869.986842,13425.934211,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",252,OTHER VASCULAR PROCEDURES WITH MCC,31,88100.096774,33763.225806,31013.16129,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",253,OTHER VASCULAR PROCEDURES WITH CC,15,68966.866667,27724.6,20663.733333,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",254,OTHER VASCULAR PROCEDURES WITHOUT CC/MCC,12,51106.75,16128.75,14372.75,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",264,OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,12,80589.25,32890.416667,29438.333333,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,66,164811.39394,64722.712121,57332.909091,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,194,121006.29897,47083.484536,45487.195876,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",269,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITHOUT MCC,19,115074.47368,41110.578947,33608.052632,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",270,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH MCC,16,119718.6875,44237.9375,39318.625,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",271,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH CC,19,94808.526316,31523.473684,28310.315789,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",273,PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITH MCC,17,91931.352941,36219.705882,34906.0,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",274,PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITHOUT MCC,180,67758.422222,28274.583333,27207.027778,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",75,42918.88,16054.093333,13768.56,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",281,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",33,20481.727273,8409.6363636,6977.1515152,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",282,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC",11,15234.818182,6821.2727273,5289.7272727,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",286,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITH MCC",34,44518.470588,21825.470588,19072.264706,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",287,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITHOUT MCC",31,19406.83871,10192.193548,8102.3225806,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",291,HEART FAILURE AND SHOCK WITH MCC,310,26583.280645,12074.254839,9743.1064516,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",292,HEART FAILURE AND SHOCK WITH CC,17,21783.647059,8079.5294118,6902.2941176,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",300,PERIPHERAL VASCULAR DISORDERS WITH CC,24,20564.375,9795.4166667,7589.1666667,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",303,ATHEROSCLEROSIS WITHOUT MCC,12,15043.166667,6212.9166667,4908.8333333,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",304,HYPERTENSION WITH MCC,16,25023.9375,10387.8125,7947.5,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",305,HYPERTENSION WITHOUT MCC,20,19891.75,7087.85,5259.8,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",308,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,73,27834.424658,12281.369863,9193.7260274,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,79,16650.759494,7349.8734177,5485.5316456,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",310,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITHOUT CC/MCC,39,10721.871795,6069.5897436,3100.6410256,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",312,SYNCOPE AND COLLAPSE,26,17461.538462,7839.3076923,6202.3076923,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",313,CHEST PAIN,13,18508.692308,6631.9230769,5480.4615385,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",314,OTHER CIRCULATORY SYSTEM DIAGNOSES WITH MCC,47,57770.340426,20632.021277,18482.957447,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",315,OTHER CIRCULATORY SYSTEM DIAGNOSES WITH CC,24,23209.041667,8820.7916667,7071.2083333,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",329,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH MCC,36,141157.41667,45451.416667,40826.027778,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",330,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC,41,83262.609756,23587.902439,19933.95122,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",331,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITHOUT CC/MCC,16,63442.3125,15366.25,13579.5,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",336,PERITONEAL ADHESIOLYSIS WITH CC,12,76605.916667,22008.75,19529.333333,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",372,MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS WITH CC,19,21075.052632,9639.9473684,8759.4736842,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",374,DIGESTIVE MALIGNANCY WITH MCC,18,58075.333333,21443.222222,19236.555556,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",375,DIGESTIVE MALIGNANCY WITH CC,11,36337.272727,11355.181818,9189.7272727,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",377,GASTROINTESTINAL HEMORRHAGE WITH MCC,69,45515.84058,17198.057971,14478.971014,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",378,GASTROINTESTINAL HEMORRHAGE WITH CC,99,25087.535354,9296.0808081,7323.6161616,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",386,INFLAMMATORY BOWEL DISEASE WITH CC,12,20497.5,9196.25,7434.6666667,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",389,GASTROINTESTINAL OBSTRUCTION WITH CC,34,18983.323529,8812.7058824,5590.4411765,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",390,GASTROINTESTINAL OBSTRUCTION WITHOUT CC/MCC,17,13648.176471,5642.3529412,4293.6470588,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",391,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITH MCC",22,30868.181818,12316.272727,8949.4545455,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",392,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",65,19390.8,7742.4769231,5547.4307692,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",393,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH MCC,23,40620.347826,15829.521739,12612.304348,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",394,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH CC,26,23360.807692,9342.5,6556.7307692,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",418,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITH CC,19,52192.210526,15190.473684,13149.526316,42.86351,-78.82739
330005,Kaleida Health,Buffalo,100 High Street,36,14210,NY,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",432,CIRRHOSIS AND ALCOHOLIC HEPATITIS WITH MCC,24,76686.666667,23786.708333,18101.166667,42.86351,-78.82739
